Mixture	B cells	T cells CD8	T cells CD4	Macrophages	Dendritic cells	Mast cells	Myocytes	CAFs	Endothelial cells	Malignant cells	P-value	Correlation	RMSE
Hugo_Cell_2016-Pt1	0.17429130614520871	0.00000000000000000	0.00000000000000000	0.13499728277280801	0.01175071244007621	0.00001301517076188	0.00000000000000000	0.57781862887912594	0.10112905459201929	0.00000000000000000	0.00000000000000000	0.40108588402035145	0.91855872091724922
Hugo_Cell_2016-Pt2	0.25957307459944634	0.00000000000000000	0.01787163705661128	0.18865186038358611	0.07487847451383656	0.00008460164674736	0.00006939125522385	0.37652748119527335	0.08194641313165131	0.00039706621762396	0.00000000000000000	0.20817137857044407	0.98252072390228429
Hugo_Cell_2016-Pt4	0.18691061897626468	0.00000000000000000	0.00000000000000000	0.27711739869191859	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.32568850021338830	0.21028348211842837	0.00000000000000000	0.00000000000000000	0.23407159423146270	0.97553776309755658
Hugo_Cell_2016-Pt5	0.43181293085479011	0.00000000000000000	0.00000000000000000	0.05426935675643983	0.03587276300740636	0.00008275774395761	0.00019114135540985	0.21904461032122818	0.25801096171981797	0.00071547824095024	0.00000000000000000	0.24884627374493448	0.96918020407781935
Hugo_Cell_2016-Pt6	0.35772797803507589	0.00000000000000000	0.05426389926614163	0.25975029707320729	0.11923366727618950	0.00000345514228379	0.00002387506869767	0.13661326522388292	0.07238202534079308	0.00000153757372824	0.00000000000000000	0.23143025883656493	0.97682396387530723
Hugo_Cell_2016-Pt7	0.30434307183591719	0.00000000000000000	0.00000000000000000	0.12812089489708803	0.02246621437063565	0.00000000000000000	0.00000000000000000	0.32371801321639648	0.22126767564030839	0.00008413003965417	0.00000000000000000	0.29801378828201958	0.95450026386077269
Hugo_Cell_2016-Pt8	0.25641623919873230	0.00000000000000000	0.00000000000000000	0.13094140017891756	0.00680905152409962	0.00000492434317541	0.00000000000000000	0.43671967098233100	0.16910871377274411	0.00000000000000000	0.00000000000000000	0.41412925189350130	0.91701066105299944
Hugo_Cell_2016-Pt9	0.09493742227917205	0.00000000000000000	0.00690759196684099	0.09965835398471617	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.59465192328640393	0.14154099818774657	0.06230371029512031	0.00000000000000000	0.45257155966631252	0.89930615776722478
Hugo_Cell_2016-Pt10	0.19425647539198879	0.00000000000000000	0.00000000000000000	0.02622790681386390	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.63572376523135721	0.14379185256279001	0.00000000000000000	0.00000000000000000	0.24518209220054757	0.97423392607469228
Hugo_Cell_2016-Pt12	0.13395803933382855	0.00000000000000000	0.01683912778809156	0.13923830638704229	0.00000000000000000	0.00033812032825315	0.00000000000000000	0.56936447880953112	0.13973325283149768	0.00052867452175557	0.00000000000000000	0.38617165765395167	0.92394557674212285
Hugo_Cell_2016-Pt13	0.01859710974876465	0.01784648342144915	0.00482956380061677	0.24471106740634127	0.00000000000000000	0.00017871372730175	0.00003410937115744	0.57394504821477677	0.13985018511914477	0.00000771919044746	0.00000000000000000	0.45729106333088188	0.89481976079103720
Hugo_Cell_2016-Pt14	0.11753847368988475	0.00000000000000000	0.00683817518258986	0.17410665524871954	0.05600918961663200	0.00064597726918193	0.00000000000000000	0.41298187186022395	0.23187965713276798	0.00000000000000000	0.00000000000000000	0.40824716413071177	0.91776517084782672
Hugo_Cell_2016-Pt15	0.43751554087323530	0.00000000000000000	0.00000000000000000	0.15699120472757824	0.01980858603071634	0.00000000000000000	0.01922247223529092	0.22528320787387707	0.14117898825930206	0.00000000000000000	0.00000000000000000	0.25402561129626594	0.96778026568091957
Hugo_Cell_2016-Pt19	0.27196813467445996	0.00000000000000000	0.00000000000000000	0.08684676726691067	0.00000000000000000	0.00000000000000000	0.15067226851288579	0.35967399916601750	0.13083883037972607	0.00000000000000000	0.00000000000000000	0.27815039193680741	0.96041848445963696
Hugo_Cell_2016-Pt20	0.37477739936564247	0.10705242965481605	0.01658581975356176	0.19356038307473811	0.07286034235382907	0.00000000000000000	0.00000000000000000	0.20471222446391116	0.03045140133350132	0.00000000000000000	0.00000000000000000	0.37884637677169852	0.92884490377756435
Hugo_Cell_2016-Pt22	0.16000693951813708	0.00218527737566477	0.01251856671047566	0.20775599105280210	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.52923528975820811	0.08828622925490046	0.00001170632981175	0.00000000000000000	0.40973850875091167	0.91562774507075018
Hugo_Cell_2016-Pt23	0.16246068534279859	0.00798678294467148	0.00000000000000000	0.30740606419881761	0.00477412590140468	0.00000000000000000	0.00000000000000000	0.30461338695862444	0.21275895465368311	0.00000000000000000	0.00000000000000000	0.25159540597138053	0.97030974791105706
Hugo_Cell_2016-Pt25	0.30887677710414185	0.01893917599313074	0.00000000000000000	0.18215499118574452	0.01313369431989346	0.00000000000000000	0.00000000000000000	0.25413355801664000	0.22276180338044940	0.00000000000000000	0.00000000000000000	0.16445627540345001	0.99399889509544470
Hugo_Cell_2016-Pt27A	0.09957817413496166	0.00810780571824669	0.00000000000000000	0.22822826112272540	0.00420541617666076	0.00000000000000000	0.00000000000000000	0.48166085540350012	0.17795774281549445	0.00026174462841090	0.00000000000000000	0.43310633085280437	0.90701117297463840
Hugo_Cell_2016-Pt27B	0.12660981537418009	0.00000000000000000	0.00000000000000000	0.19778849839862461	0.00304456569256966	0.00000000000000000	0.00000000000000000	0.37174280532854331	0.30081431520608226	0.00000000000000000	0.00000000000000000	0.31628198932678031	0.94852307915435419
Hugo_Cell_2016-Pt28	0.00869821039927036	0.00000000000000000	0.01285780926363643	0.00017411805319479	0.00076139477247568	0.00000000000000000	0.00000000000000000	0.01856414227400337	0.01580056471432340	0.94314376052309601	0.00000000000000000	0.33246804611265174	1.06088414892848748
Hugo_Cell_2016-Pt29	0.20953304088106228	0.00169252699370385	0.00000000000000000	0.34395984278899766	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.30730463769743915	0.13750995163879701	0.00000000000000000	0.00000000000000000	0.33093247236372347	0.94351263260553797
Hugo_Cell_2016-Pt31	0.26975680251888151	0.00000000000000000	0.00000000000000000	0.05980277833348418	0.00000000000000000	0.00004690525897999	0.00000086652515769	0.51311107451685756	0.15728157284663907	0.00000000000000000	0.00000000000000000	0.41658760327616345	0.91502375786782064
Hugo_Cell_2016-Pt32	0.11552545755718123	0.00000000000000000	0.00000000000000000	0.05390682907463211	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.69057870746397632	0.13998900590421032	0.00000000000000000	0.00000000000000000	0.37943969003755773	0.92524955464457348
Hugo_Cell_2016-Pt35	0.26552334732864169	0.00000000000000000	0.00000000000000000	0.08602674978998018	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.32652962829711635	0.32192027458426187	0.00000000000000000	0.00000000000000000	0.24980023806819193	0.96914725085863218
Hugo_Cell_2016-Pt37	0.62621204711617995	0.01209722162827082	0.00000000000000000	0.05379687608644627	0.03170509714756733	0.00000000000000000	0.00000000000000000	0.06950058794253289	0.20668817007900275	0.00000000000000000	0.00000000000000000	0.07732872036854531	1.02484907006529724
Hugo_Cell_2016-Pt38	0.17107757314798994	0.06916820328425138	0.30432739002232234	0.11379448923915551	0.06304373923464064	0.00000000000000000	0.00000000000000000	0.17014508692415853	0.10844351814748143	0.00000000000000000	0.00000000000000000	0.44480793431630383	0.91420078957444262
