Mixture	T cells CD8	Monocytes	T cells CD4	NKT cells	B cells	NK cells	P-value	Correlation	RMSE
Hugo_Cell_2016-Pt1	0.17701346255059658	0.47343799153568189	0.00000000000000000	0.00000000000000000	0.32975629702007231	0.01979224889364917	0.00000000000000000	0.18706575612904772	1.20208820433275343
Hugo_Cell_2016-Pt2	0.27283701516663006	0.53386424636914454	0.00000000000000000	0.00000000000000000	0.17147840520236965	0.02182033326185587	0.00000000000000000	0.07570686398351448	1.32931052960513840
Hugo_Cell_2016-Pt4	0.19431110168476676	0.48026832850389867	0.00000000000000000	0.00000000000000000	0.23401837077636298	0.09140219903497170	0.00000000000000000	0.31664313400851962	1.10773218698557696
Hugo_Cell_2016-Pt5	0.13558223891276683	0.10650720807640775	0.00000000000000000	0.00000000000000000	0.68638506977806846	0.07152548323275695	0.00000000000000000	0.08720329216238550	1.12496753712398800
Hugo_Cell_2016-Pt6	0.09760609739280980	0.30563687279704493	0.00000000000000000	0.00000000000000000	0.49260517683975558	0.10415185297038963	0.00000000000000000	0.31025288438491999	1.03047753189036007
Hugo_Cell_2016-Pt7	0.00000000000000000	0.23568293195325124	0.00000000000000000	0.24897590907489031	0.51534115897185839	0.00000000000000000	0.00000000000000000	0.07048124221520245	1.15003478862738273
Hugo_Cell_2016-Pt8	0.20516165365012581	0.37315165795477906	0.00000000000000000	0.00000000000000000	0.37735115612029713	0.04433553227479810	0.00000000000000000	0.23028148819591449	1.10729276615788508
Hugo_Cell_2016-Pt9	0.28408308096860840	0.35110205220172269	0.00000000000000000	0.00000000000000000	0.29469341052194592	0.07012145630772303	0.00000000000000000	0.22424977632853210	1.09706867123651586
Hugo_Cell_2016-Pt10	0.00000000000000000	0.16385297865919543	0.00000000000000000	0.21631771106743639	0.61982931027336818	0.00000000000000000	0.00000000000000000	0.06136949933755583	1.14205334169628436
Hugo_Cell_2016-Pt12	0.08147964506495466	0.41256256478125747	0.00000000000000000	0.00000000000000000	0.44467549907277104	0.06128229108101695	0.00000000000000000	0.09416099648629556	1.23175584136005689
Hugo_Cell_2016-Pt13	0.16877682806180402	0.54242847062223787	0.00000000000000000	0.00000000000000000	0.28879470131595808	0.00000000000000000	0.00000000000000000	0.30631381912471872	1.16043477866399503
Hugo_Cell_2016-Pt14	0.22796905349302304	0.30037447429470870	0.00000000000000000	0.00000000000000000	0.43901765692195460	0.03263881529031364	0.00000000000000000	0.20843467106880142	1.08764651726918649
Hugo_Cell_2016-Pt15	0.27268573718729006	0.23856130136109130	0.00000000000000000	0.00000000000000000	0.44659479530405627	0.04215816614756233	0.00000000000000000	0.35201503353544367	0.97480340030636092
Hugo_Cell_2016-Pt19	0.24566806645695244	0.14576275484084383	0.00000000000000000	0.06330885811903109	0.54526032058317253	0.00000000000000000	0.00000000000000000	0.36138851269295358	0.95651305607883153
Hugo_Cell_2016-Pt20	0.51725092884793833	0.16516667710930755	0.00000000000000000	0.00783396567115445	0.30974842837159966	0.00000000000000000	0.00000000000000000	0.51455109025274970	0.85813580356627328
Hugo_Cell_2016-Pt22	0.10203670951779172	0.51054063563954288	0.00000000000000000	0.00000000000000000	0.38742265484266541	0.00000000000000000	0.00000000000000000	0.30396264108250415	1.14407753977813864
Hugo_Cell_2016-Pt23	0.32465848452825169	0.49209841692695516	0.00000000000000000	0.00000000000000000	0.18324309854479315	0.00000000000000000	0.00000000000000000	0.35775676905881587	1.07887585466036717
Hugo_Cell_2016-Pt25	0.57971354466161329	0.09332651338481276	0.00000000000000000	0.00858091764374109	0.31837902430983295	0.00000000000000000	0.00000000000000000	0.26382465255972087	0.99802551321628141
Hugo_Cell_2016-Pt27A	0.25276036629236953	0.29688469554190450	0.00000000000000000	0.00000000000000000	0.44501088376693154	0.00534405439879449	0.00000000000000000	0.51170369882962619	0.87554470132795947
Hugo_Cell_2016-Pt27B	0.14603706038734096	0.25830432069697595	0.00000000000000000	0.00000000000000000	0.57427797136726011	0.02138064754842312	0.00000000000000000	0.53953189618082331	0.85273746056295707
Hugo_Cell_2016-Pt28	0.00000000000000000	0.52972039748613986	0.37851822609381769	0.06948067955189671	0.02228069686814560	0.00000000000000000	0.00000000000000000	0.81879596190413051	0.58342490737027908
Hugo_Cell_2016-Pt29	0.24695267758685502	0.35362899517675811	0.00000000000000000	0.00000000000000000	0.36395124321560807	0.03546708402077867	0.00000000000000000	0.41912854802824684	0.96068149193832830
Hugo_Cell_2016-Pt31	0.41094144674192168	0.07918286228616900	0.00000000000000000	0.00000000000000000	0.50987569097190921	0.00000000000000000	0.00000000000000000	0.19893805363926362	1.03625726945996099
Hugo_Cell_2016-Pt32	0.24318850246363025	0.35446836247545122	0.00000000000000000	0.00502906788550884	0.39581532245384238	0.00149874472156740	0.00000000000000000	0.11810465585291834	1.17015073106219369
Hugo_Cell_2016-Pt35	0.36501404631067896	0.27336978632973796	0.00000000000000000	0.00000000000000000	0.35631144514484386	0.00530472221473933	0.00000000000000000	0.22697672515682668	1.05925718070467245
Hugo_Cell_2016-Pt37	0.54823613987231345	0.01402556512937170	0.00000000000000000	0.00000000000000000	0.41577185733562111	0.02196643766269376	0.00000000000000000	0.18824279853870080	1.03500194339220664
Hugo_Cell_2016-Pt38	0.06852154130893098	0.01642250895453733	0.02473553051870510	0.00009640308874533	0.88633486009948059	0.00388915602960057	0.00000000000000000	0.91309465032590342	0.46916517572951749
