Mixture	B.cells	Macrophages.M1	Macrophages.M2	Monocytes	Neutrophils	NK.cells	T.cells.CD4	T.cells.CD8	Tregs	Dendritic.cells	P-value	Correlation	RMSE
Hugo_Cell_2016-Pt1	0.00000000000000000	0.03189313578800773	0.50893605917368745	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.17841789753185519	0.16258436600844292	0.11816854149800667	0.00000000000000000	0.14092461966086542	1.03496677663685532
Hugo_Cell_2016-Pt2	0.00000000000000000	0.30398486054442297	0.14321632783219451	0.27814595892347549	0.00490040493715521	0.02853959543592655	0.22826699093436725	0.00000000000000000	0.01294586139245800	0.00000000000000000	0.00000000000000000	0.24888971575761540	1.00666526506495435
Hugo_Cell_2016-Pt4	0.00000000000000000	0.00541055683718198	0.20736552093520835	0.27204716428838460	0.00980217247147195	0.04196555333842183	0.30535530578590259	0.00000000000000000	0.00000000000000000	0.15805372634342879	0.00000000000000000	0.06033788865546936	1.04867832317888188
Hugo_Cell_2016-Pt5	0.00000000000000000	0.12345366605101517	0.45538666508309061	0.12490015446499375	0.00000000000000000	0.00311936368258437	0.00000000000000000	0.05091754749048669	0.00000000000000000	0.24222260322782951	0.00000000000000000	0.04616999445282612	1.11336643438471006
Hugo_Cell_2016-Pt6	0.00000000000000000	0.10067310362866774	0.58042709925044755	0.00000000000000000	0.13689560610337950	0.00930908152349567	0.00000000000000000	0.00482228440104509	0.06293905725484215	0.10493376783812228	0.00000000000000000	0.23407590104488815	1.02405039873363268
Hugo_Cell_2016-Pt7	0.00000000000000000	0.09388110865819940	0.07916920180537500	0.00000000000000000	0.00000000000000000	0.01663248100125887	0.14730773358158439	0.00000000000000000	0.00000000000000000	0.66300947495358231	0.00000000000000000	0.09936690556523645	1.06515930625711475
Hugo_Cell_2016-Pt8	0.00000000000000000	0.15555090726936288	0.56538149471957200	0.20618395831634256	0.00000000000000000	0.00000000000000000	0.03518377751108580	0.03769986218363687	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.21800380513423531	1.04608339713359477
Hugo_Cell_2016-Pt9	0.00000000000000000	0.03011706589912393	0.38805968745419545	0.16577871571208730	0.00000000000000000	0.05431420419004672	0.00000000000000000	0.22439071168006045	0.13733961506448633	0.00000000000000000	0.00000000000000000	0.08983626133116461	1.04631041122229052
Hugo_Cell_2016-Pt10	0.00000000000000000	0.38953530473771275	0.31681319576988481	0.00000000000000000	0.03836105197822756	0.03139475906157227	0.03558780917862483	0.00000000000000000	0.00859778078056678	0.17971009849341116	0.00000000000000000	0.12015734517958432	1.12562216312417029
Hugo_Cell_2016-Pt12	0.00000000000000000	0.16423682962206207	0.71915837830398055	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.01042140090896295	0.10618339116499444	0.00000000000000000	0.19331786828461958	1.08786432788710186
Hugo_Cell_2016-Pt13	0.00000000000000000	0.28249825095908143	0.15197965862534474	0.35581545967564243	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.15532233754200922	0.05438429319792216	0.00000000000000000	0.00000000000000000	0.30255741399381841	0.98574478300050383
Hugo_Cell_2016-Pt14	0.00000000000000000	0.41848927512579881	0.35969784373421509	0.13464762861591723	0.00000000000000000	0.01749636705282343	0.00000000000000000	0.01422387727760873	0.05544500819363683	0.00000000000000000	0.00000000000000000	0.17865616077014174	1.11345373557450933
Hugo_Cell_2016-Pt15	0.00621717853957226	0.06139863470189236	0.30393776885147294	0.10106264050482093	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.21759337785416721	0.07386718859381776	0.23592321095425670	0.00000000000000000	0.05084128992699348	1.06207577659119146
Hugo_Cell_2016-Pt19	0.00202038960492882	0.10249378215920425	0.31680307499613625	0.00000000000000000	0.00000000000000000	0.06071621216818179	0.37188622166422008	0.00000000000000000	0.00000000000000000	0.14608031940732882	0.00000000000000000	0.10036919883547069	1.02660073080920511
Hugo_Cell_2016-Pt20	0.01122862280947596	0.15217297294237478	0.09171631716835207	0.00000000000000000	0.00201413725366396	0.00000000000000000	0.00000000000000000	0.50548363214917902	0.08325890215085653	0.15412541552609771	0.00000000000000000	0.25732107408164245	0.99895724428537958
Hugo_Cell_2016-Pt22	0.00094512046269126	0.19182589423586011	0.15061170642071636	0.50707526724069785	0.00128146199735627	0.01886589108279469	0.08249598549145265	0.00000000000000000	0.04689867306843082	0.00000000000000000	0.00000000000000000	0.37656201498685088	0.94345908580104787
Hugo_Cell_2016-Pt23	0.00000000000000000	0.08431813913793162	0.36460824045797080	0.24221617313447649	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.14065798746533734	0.05609002189149153	0.11210943791279221	0.00000000000000000	0.13867581306144008	1.04347206366704226
Hugo_Cell_2016-Pt25	0.00000000000000000	0.00000000000000000	0.34644447782490695	0.30221051111397079	0.00000000000000000	0.02306912266183989	0.00000000000000000	0.28649312278773365	0.04178276561154873	0.00000000000000000	0.00000000000000000	0.03658933387014471	1.08540888115467227
Hugo_Cell_2016-Pt27A	0.00000000000000000	0.16068008711387477	0.51937562448092933	0.02509376217369179	0.00000000000000000	0.00000000000000000	0.00231819080595782	0.11622714632667080	0.03231713654035327	0.14398805255852223	0.00000000000000000	0.23695259932588311	1.01499178234566378
Hugo_Cell_2016-Pt27B	0.00000000000000000	0.24499494815735864	0.20849170229064459	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.17103554045447261	0.00000000000000000	0.02325575027349510	0.35222205882402907	0.00000000000000000	0.24264685538581743	0.99969166035577539
Hugo_Cell_2016-Pt28	0.00000000000000000	0.03428807839127643	0.16310916531677921	0.58447014207573433	0.00000000000000000	0.11170465244391094	0.00000000000000000	0.00000000000000000	0.10642796177229895	0.00000000000000000	0.00000000000000000	0.46438737310088612	0.88587086233272117
Hugo_Cell_2016-Pt29	0.00000000000000000	0.24947594170783305	0.32658444459894281	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.08550136013852405	0.18445484577571433	0.00000000000000000	0.15398340777898575	0.00000000000000000	0.19331583642500910	1.02708437103916772
Hugo_Cell_2016-Pt31	0.00000000000000000	0.30799937857282489	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.09133615537550374	0.13583510626188802	0.00000000000000000	0.00000000000000000	0.46482935978978335	0.00000000000000000	0.10353441418561518	1.08016968252255374
Hugo_Cell_2016-Pt32	0.00000000000000000	0.30507520253778692	0.13009275766396319	0.37015719174145029	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.11877391782649661	0.07590093023030310	0.00000000000000000	0.00000000000000000	0.23323181411516014	1.03033263975853595
Hugo_Cell_2016-Pt35	0.00000000000000000	0.17771821912774016	0.01669182620835776	0.11300850402979377	0.00000000000000000	0.00000000000000000	0.12165305927425522	0.24356215774116560	0.00000000000000000	0.32736623361868755	0.00000000000000000	0.21022280952548050	1.00328395300037831
Hugo_Cell_2016-Pt37	0.00000000000000000	0.16211628260293331	0.13585521295586453	0.06307840625148430	0.00000000000000000	0.00000000000000000	0.34389135178727320	0.29505874640244467	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.10537202400102635	1.03514459202136999
Hugo_Cell_2016-Pt38	0.64217620835553213	0.02717642199468331	0.03550738621855133	0.01009431855177057	0.00000000000000000	0.02305443620756725	0.00000000000000000	0.06824036282046539	0.11169023984508591	0.08206062600634413	0.00000000000000000	0.56935216736594996	0.86977030335792038
